CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,TIPO NORMA,PRODUCTO,RAE,CTNN,ONN,DOCUMENTO
NMX-A-104-1972,"NORMA OFICIAL DIMENSIONAL PARA ""TALLAS DE BLUSAS"". (ESTA NORMA CANCELA LAS DGN-A-104-1967 Y LA DGN-A-119-1968).",1972-09-05T00:00:00Z,DEFINITIVA,TALLAS,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-a-104-1972.pdf
NMX-A-105-1968,NORMA OFICIAL DE MÉTODO DE PRUEBA. DETERMINACIÓN DEL ENCOGIMIENTO POR LAVADO DE TELAS PRE-ENCOGIDAS. (CANCELA DGN-A-L05-L966),1969-02-25T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1968/nmx-a-105-1968.pdf
NMX-A-105-B02-INNTEX-2010,INDUSTRIA TEXTIL-SOLIDEZ DEL COLOR-SOLIDEZ DEL COLOR A LA LUZ-PARTE B02-SOLIDEZ DEL COLOR A LA LUZ ARTIFICIAL PRUEBA DE LA LAMPARA DE DECOLORACION DE ARCO DE XENON-METODO DE PRUEBA.,2010-10-07T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-105-E03-INNTEX-2011,INDUSTRIA TEXTIL-PRUEBA PARA SOLIDEZ DEL COLOR-PARTE 3 -SOLIDEZ DEL COLOR AL AGUA CLORADA (AGUA DE ALBERCA) (CANCELA A LA NMX-A-288-INTEX-1999).,2012-06-21T00:00:00Z,DEFINITIVA,SOLIDEZ DEL COLOR,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-107-INNTEX-2001,"INDUSTRIA TEXTIL-VESTIDO-TALLAS DE CAMISAS (CANCELA A LA
NMX-A-107-1970).
",2001-04-25T00:00:00Z,DEFINITIVA,TALLAS,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-108-1972,"NORMA OFICIAL DIMENSIONAL DE ""TALLAS"", PARA FALDAS.                                                                                                                                                                                                                           ",1972-08-03T00:00:00Z,DEFINITIVA,TALLAS,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-a-108-1972.pdf
NMX-A-109-INNTEX-2012,INDUSTRIA TEXTIL-TEJIDOS DE CALADA-DETERMINACIÓN  DE LA RESISTENCIA AL RASGADO POR EL MÉTODO DEL PÉNDULO DE DESCENSO LIBRE-MÉTODO DE PRUEBA (CANCELA A LA  NMX-A-109-INNTEX-2005).,2013-04-16T00:00:00Z,DEFINITIVA,TEJIDO DE CALADA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-110-INNTEX-2009,INDUSTRIA TEXTIL-ATMOSFERAS NORMALES PARA ACONDICIONAMIENTO Y PRUEBA (CANCELA A LA NMX-A-110-INNTEX-2005).,2009-05-21T00:00:00Z,DEFINITIVA,ATMOSFERAS NORMALES PARA ACONDICIONAMIENTO Y PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-112-1969,"NORMA OFICIAL DE MÉTODO DE PRUEBA PARA LA DETERMINACIÓN DE LA SOLIDEZ DEL COLOR DE LOS MATERIALES TEXTILES AL
OZONO EN LA ATMÓSFERA.",1969-05-13T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1969/nmx-a-112-1969.pdf
NMX-A-1139-INNTEX-2011,INDUSTRIA TEXTIL-DESIGNACION DE HILOS.,2011-02-16T00:00:00Z,DEFINITIVA,HILO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-114-INNTEX-2008,"INDUSTRIA TEXTIL – SOLIDEZ DEL COLOR - DETERMINACIÓN DE LA SOLIDEZ  DEL COLOR AL AGUA - METODO DE PRUEBA (CANCELA LA NMX-A-114-1994-INNTEX).
",2008-06-19T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1144-INNTEX-2011,INDUSTRIA TEXTIL-SISTEMA UNIVERSAL PARA LA DESIGNACION DE LA DENSIDAD LINEAL (SISTEMA TEX).,2011-02-16T00:00:00Z,DEFINITIVA,TEJIDOS,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-115-1978,"""TALLAS PARA VESTIDOS DE NIÑAS Y  JOVENCITAS"". (ESTA NORMA CANCELA LA NOM-A-115-1972)                                                                                                                                                                                                               ",1978-11-13T00:00:00Z,DEFINITIVA,TALLAS,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1978/nmx-a-115-1978.pdf
NMX-A-118-INNTEX-2000,INDUSTRIA TEXTIL-DETERMINACION DE TOLERANCIAS PARA FILAMENTOS CELULOSICOS-METODO DE PRUEBA (CANCELA LA NMX-A-118-1971).,2000-08-18T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-119/2-INNTEX-2009,INDUSTRIA DEL VESTIDO-COLCHA-PARTE 2-COLCHA PARA CAMA HOSPITALARIA-ESPECIFICACIONES.,2009-12-23T00:00:00Z,DEFINITIVA,COLCHAS,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-120/1-INNTEX-2012,INDUSTRIA DEL VESTIDO-ROPA PARA BEBÉ-CAMISETA CRUZADA  PARA BEBÉ 100 % ALGODÓN-ESPECIFICACIONES (CANCELA A LA  NMX-A-120-1972).,2014-06-10T00:00:00Z,DEFINITIVA,ROPA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-122-1995-INNTEX,TERMINOS EMPLEADOS PARA LA DESCRIPCION DE LOS DEFECTOS EN LAS TELAS. (ESTA NORMA CANCELA A LA NMX-A-122-1979)                                                                                                                                                 ,1996-01-15T00:00:00Z,DEFINITIVA,VOCABULARIO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-125-INNTEX-2005,INDUSTRIA TEXTIL-DETERMINACION DE LA SOLIDEZ DEL COLOR DE LOS MATERIALES TEXTILES SOMETIDOS AL LAVADO EN SECO-METODO DE PRUEBA (CANCELA A LA NMX-A-125-1996-INNTEX).,2006-03-17T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-127-1968,NORMA OFIICIAL DE MÉTODO DE PRUEBA PARA VALORAR LA RECUPERACIÓN A. LAS ARRUGAS DE TELAS MEDIANTE EL USO DEL APARATO DE TIRA VERTICAL.,1969-05-13T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1968/nmx-a-127-1968.pdf
NMX-A-128-1968,NORMA DE MÉTODO DE MUESTREO PARA PRUEBA DE HILADOS                                                                                                                                                                                              ,1968-11-16T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1968/nmx-a-128-1968.pdf
NMX-A-134-INNTEX-2005,INDUSTRIA TEXTIL-TEJIDO DE PUNTO-METODOS DE PRUEBA Y TOLERANCIAS (CANCELA A LA NMX-A-134-1995-INNTEX).,2006-03-17T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-134-INNTEX-2013,INDUSTRIA TEXTIL-DETERMINACIÓN DE LA DENSIDAD DEL TEJIDO DE PUNTO Y TOLERANCIAS (CANCELA A LA NMX-A-134-INNTEX-2005).,2014-08-25T00:00:00Z,DEFINITIVA,TEJIDOS,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-137-INNTEX-2009,INDUSTRIA TEXTIL-EVALUACIÓN DE LA TRANSFERENCIA DE CALOR A TRAVÉS DE MATERIALES PARA ROPA PROTECTORA AL CONTACTO CON SUSTANCIAS FUNDIDAS-MÉTODO DE PRUEBA.,2009-12-23T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-138-INNTEX-2010,INDUSTRIA TEXTIL-TEJIDOS DE CALADA-RESISTENCIA AL CALOR-METODO DE PRUEBA.,2010-05-04T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-13937/1-INNTEX-2011,INDUSTRIA TEXTIL-PROPIEDADES DE LOS TEJIDOS PARTE 1: DETERMINACION DE LA FUERZA DEL RASGADO USANDO EL METODO DEL PENDULO BALISTICO (ELMENDORF).,2012-06-21T00:00:00Z,DEFINITIVA,TEJIDOS,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-13937/2-INNTEX-2011,INDUSTRIA TEXTIL-PROPIEDADES DE DESGARRE DE LAS TELAS-PARTE 2-DETERMINACION DE LA FUERZA DEL RASGADO CON ESPECIMENES DE PRUEBA EN FORMA DE PANTALON (METODO DE RASGADO SIMPLE)-METODO DE PRUEBA.,2012-06-19T00:00:00Z,DEFINITIVA,TELAS,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-13937/3-INNTEX-2011,INDUSTRIA TEXTIL-PROPIEDADES DE DESGARRE DE LOS TEJIDOS PARTE 3: DETERMINACION DE LA FUERZA DE DESGARRE DE ESPECIMENES DE PRUEBA CON FORMA DE ALA (METODO  DE DESGARRE SIMPLE).,2011-02-16T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-13937/4-INNTEX-2010,INDUSTRIA TEXTIL-PROPIEDADES DE DESGARRE DE LAS TELAS-PARTE 4-DETERMINACION DE LA FUERZA DE DESGARRE DE LOS ESPECIMENES DE PRUEBA EN FORMA DE LENGÜETA (PRUEBA DE DOBLE DESGARRE).,2010-06-18T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-13938/1-INNTEX-2012,INDUSTRIA TEXTIL-PROPIEDADES DE LOS TEJIDOS-PARTE 1-MÉTODO HIDRÁULICO PARA DETERMINAR LA RESISTENCIA AL REVENTAMIENTO Y LA DISTENSIÓN AL REVENTAMIENTO (CANCELA A LA NMX-A-216-INNTEX-2005).,2014-06-10T00:00:00Z,DEFINITIVA,TEJIDOS,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-13938/2-INNTEX-2012,INDUSTRIA TEXTIL-PROPIEDADES DE LAS TELAS AL REVENTAMIENTO-PARTE 2-MÉTODO NEUMÁTICO PARA DETERMINAR LA RESISTENCIA AL REVENTAMIENTO Y DISTENSIÓN AL REVENTAMIENTO.,2014-06-10T00:00:00Z,DEFINITIVA,TELAS,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-146-1996-INNTEX,METODO DE PRUEBA PARA LA DETERMINACION DE LA SOLIDEZ DEL COLOR DE LOS  MATERIALES TEXTILES AL TRATAMIENTO CON SOLVENTES ORGANICOS. (ESTA NORMA CANCELA A LA NMX-A-146-1969)                                                                                   ,1996-11-15T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-148-1984,"""INDUSTRIA TEXTIL-DETERMINACIÓN DE LA SOLIDEZ DE LOS COLORES AL PLISADO-PLISADO POR VAPOR-MÉTODO DE PRUEBA"". (ESTA NORMA CANCELA A LA NOM-A-148-1969) .",1984-04-13T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1984/nmx-a-148-1984.pdf
NMX-A-149-1970,NORMA OFICIAL DE MÉTODO DE PRUEBA PARA LA DETERMINACIÓN DE CAMBIOS DIMENSIONALES POR LLAVADO EN SECO (ESTA NORMA CANCELA LA DGN-A-149-1969).,1970-06-06T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1970/nmx-a-149-1970.pdf
NMX-A-151-INNTEX-2000,INDUSTRIA TEXTIL-DETERMINACION DE LOS CAMBIOS DIMENSIONALES POR RELAJACION Y ENFELTRADO DE TELAS DE TEJIDO PLANO O DE PUNTO CONTENIENDO NO MENOS DEL 50% DE LANA-METODO DE PRUEBA (CANCELA A LA NMX-A-151-1970).,2000-08-18T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-153-INNTEX-2000,"INDUSTRIA TEXTIL-DETERMINACION DE LA ABSORCION DE AGUA EN UNA TELA BLANQUEADA-METODO DE PRUEBA (CANCELA A LA NMX-A-153-1970).
",2000-08-18T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-158-INNTEX-2009,INDUSTRIA TEXTIL-DETERMINACION DE LOS CAMBIOS DIMENSIONALES EN LAVADO Y SECADO-METODO DE PRUEBA. (CANCELA A LA NMX-A-158-INNTEX-1999),2009-10-19T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-162-1971,MÉTODO DE PRUEBA PARA LA IDENTIFICACIÓN DE FIBRAS Y FILAMENTOS TEXTILES. (ESTA NORMA CANCELA LA DGN-A-162-1970).                                                                                                                                                                                     ,1971-09-15T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1971/nmx-a-162-1971.pdf
NMX-A-163-1971,NOMENCLATURA PARA LA DESIGNACIÓN DE HILOS TEXTILES DE ACUERDO A SU ESTRUCTURA (ESTA NORMA CANCELA LA DGN-A-163-1970).                                                                                                                                                                             ,1971-06-08T00:00:00Z,DEFINITIVA,NOMENCLATURA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1971/nmx-a-163-1971.pdf
NMX-A-165-1-1995-INNTEX,"MÉTODO DE PRUEBA PARA DETERMINAR LA SOLIDEZ DEL COLOR A LA LUZ Y A LA  INTEMPERIE, SOLIDEZ DEL COLOR A LA LUZ: LUZ DEL DIA                                                                                                                                    ",1995-09-30T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-165/3-1995-INNTEX,MÉTODO DE PRUEBA PARA DETERMINAR LA SOLIDEZ DEL COLOR A LA LUZ Y A LA  INTEMPERIE. SOLIDEZ DEL COLOR A LA INTERPERIE: EXPOSICIÓN AL AIRE  LIBRE.                                                                                                              ,1995-09-30T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-165/4-1995-INNTEX,MÉTODO DE PRUEBA PARA DETERMINAR LA SOLIDEZ DEL COLOR A LA LUZ Y A LA  INTEMPERIE. SOLIDEZ DEL COLOR A LA INTERPERIE. ARCO DE XENÓN                                                                                                                           ,1995-09-30T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-165/5-1995-INNTEX,MÉTODO DE PRUEBA PARA DETERMINAR LA SOLIDEZ DEL COLOR A LA LUZ Y A LA  INTEMPERIE. DETECCIÓN Y EVALUACIÓN DE FOTOCROMISMO.                                                                                                                                    ,1995-09-30T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-165/6-1995-INNTEX,MÉTODO DE PRUEBA PARA DETERMINAR LA SOLIDEZ DEL COLOR A LA LUZ Y A LA  INTEMPERIE. SOLIDEZ DEL COLOR A LAS ALTAS TEMPERATURAS PRUEBA DE LA  LÁMPARA DE XENÓN PARA DECOLORACIÓN.                                                                               ,1995-09-30T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-170-1971,MÉTODOS DE PRUEBA PARA FIBRAS QUÍMICAS CORTADAS.,1971-07-08T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1971/nmx-a-170-1971.pdf
NMX-A-172-INNTEX-2012,INDUSTRIA TEXTIL-DETERMINACIÓN DE LA RESISTENCIA A LA ABRASIÓN PLANA (TABER) EN LOS MATERIALES TEXTILES - MÉTODO DE PRUEBA (CANCELA A LA NMX-A-172-INNTEX-2002).,2013-04-16T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-17202-INNTEX-2010,INDUSTRIA TEXTIL-DETERMINACION DE LA TORSION DE HILOS SENCILLOS METODO DESTORCIDO/RETORCIDO-METODO DE PRUEBA.,2010-06-18T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-173-1977,"""CIERRES DE CREMALLERA"". (ESTA NORMA CANCELA LA DGN-A-173-1975).                                                                                                                                                                                                                                ",1977-07-29T00:00:00Z,DEFINITIVA,CIERRES,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1977/nmx-a-173-1977.pdf
NMX-A-175-1972,"NORMA OFICIAL DE CALIDAD DEL ""PLANCHADO PERMANENTE"" EN ARTÍCULOS TEXTILES.",1972-05-12T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-a-175-1972.pdf
NMX-A-176-1972,"NORMA OFICIAL DE MÉTODO DE PRUEBA PARA DETERMINAR LA RETENCIÓN DE PLIEGUES EN TELAS ""PLANCHADO PERMANERITE"" DESPUÉS DE LAVADOS DOMÉSTICOS.",1972-05-12T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,CTNN DE LA INDUSTRIA TEXTIL Y DEL VESTIDO.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-a-176-1972.pdf
NMX-A-177-INNTEX-2005,"INDUSTRIA TEXTIL-DETERMINACION DE LA RESISTENCIA A LA FORMACION 
DE FRISAS EN TEJIDOS DE CALADA Y DE PUNTO-METODO DE PRUEBA (CANCELA A LA NMX-A-177-1995-INNTEX).
",2006-03-17T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-182-INNTEX-2006,INDUSTRIA TEXTIL-VESTIDO-MEDICIONES DEL CUERPO HUMANO-PROCEDIMIENTO (CANCELA A LA NMX-A-182-1996-INNTEX).,2007-01-30T00:00:00Z,DEFINITIVA,MEDICIONES DEL CUERPO HUMANO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1833/1-INNTEX-2011,INDUSTRIA TEXTIL-ANALISIS QUIMICO CUANTITATIVO-PARTE 1-PRINCIPIOS GENERALES DE ENSAYO (CANCELA LA NMX-A-084/1-INNTEX-2005).,2012-06-21T00:00:00Z,DEFINITIVA,ANALISIS QUIMICO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1833/10-INNTEX-2011,INDUSTRIA TEXTIL-ANALISIS QUIMICO CUANTITATIVO-PARTE 10-MEZCLAS DE TRIACETATO O POLILACTIDA Y ALGUNAS OTRAS FIBRAS (METODO USANDO DICLOROMETANO).,2012-06-19T00:00:00Z,DEFINITIVA,ANALISIS QUIMICO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1833/11-INNTEX-2012,INDUSTRIA TEXTIL-ANÁLISIS QUÍMICO CUANTITATIVO-PARTE 11- MEZCLAS DE FIBRAS DE CELULOSA Y POLIÉSTER (MÉTODO USANDO ÁCIDO SULFÚRICO).,2013-04-16T00:00:00Z,DEFINITIVA,ANALISIS QUIMICO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1833/12-INNTEX-2012,"INDUSTRIA TEXTIL-ANÁLISIS QUÍMICO CUANTITATIVO-PARTE 12 - MEZCLAS DE ACRÍLICO, CON CIERTAS MODACRÍLICAS, CLOROFIBRAS, ELASTANOS Y OTRAS FIBRAS (MÉTODO USANDO DIMETILFORMAMIDA).",2013-04-16T00:00:00Z,DEFINITIVA,ANALISIS QUIMICO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1833/13-INNTEX-2013,INDUSTRIA TEXTIL-ANÁLISIS QUÍMICO CUANTITATIVO-PARTE 13-MEZCLA DE DETERMINADAS CLOROFIBRAS Y OTRAS FIBRAS (MÉTODO USANDO EL DISULFURO DE CARBONO Y ACETONA).,2014-08-25T00:00:00Z,DEFINITIVA,ANALISIS QUIMICO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1833/14-INNTEX-2013,INDUSTRIA TEXTIL-ANÁLISIS QUÍMICO CUANTITATIVO-PARTE 14-MEZCLAS DE ACETATO Y CIERTAS CLOROFIBRAS (MÉTODO UTILIZANDO ÁCIDO ACÉTICO),2014-08-25T00:00:00Z,DEFINITIVA,ANALISIS QUIMICO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1833/15-INNTEX-2013,INDUSTRIA TEXTIL-ANÁLISIS QUÍMICO CUANTITATIVO-PARTE 15-MEZCLAS DE YUTE Y CIERTAS FIBRAS ANIMALES (MÉTODO POR DETERMINACIÓN DEL CONTENIDO DE NITRÓGENO),2014-08-25T00:00:00Z,DEFINITIVA,ANALISIS QUIMICO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
NMX-A-1833/16-INNTEX-2013,INDUSTRIA TEXTIL-ANÁLISIS QUÍMICO CUANTITATIVO-PARTE 16-MEZCLAS DE FIBRAS DE POLIPROPILENO Y OTRAS FIBRAS DETERMINADAS (USANDO EL MÉTODO XILENO).,2014-08-25T00:00:00Z,DEFINITIVA,ANALISIS QUIMICO,INDUSTRIA TEXTIL,NO APLICA,"INSTITUTO NACIONAL DE NORMALIZACIÓN TEXTIL, A. C. (INNTEX).",NO APLICA
